PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,374281058,122689693,CC1=C(C=CC2=C1NC=C2C(=O)C(C3=C(C=C(C=C3)Cl)OC)NC4=CC(=CC(=C4)S(=O)(=O)C)OC)F,Active,,,,0.083,EC50,=,83,nM
2,374282150,122697815,CC1=CC(=CC2=C1NC=C2C(=O)C(C3=C(C=C(C=C3)Cl)OC)NC4=CC(=CC(=C4)S(=O)(=O)C)OC)OC(F)(F)F,Active,,,,0.011,EC50,=,11,nM
3,374296540,122689696,CC1=CC2=C(C=C1F)NC=C2C(=O)C(C3=C(C=C(C=C3)Cl)OC)NC4=CC(=CC(=C4)S(=O)(=O)C)OC,Active,,,,0.044,EC50,=,44,nM
4,404684595,86729047,COC1=CC(=CC(=C1)NC(C2=CC=C(C=C2)F)C(=O)C3=CNC4=CC=CC=C43)OCCO,Active,,,,2.6,EC50,=,2600,nM
5,494427311,133083036,COC1=CC(=CC(=C1)N[C@@H](C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=C3C=C(C=C4)OC(F)(F)F)S(=O)(=O)C,Active,,,,0.011,EC50,=,11,nM
6,519997262,177638562,COC1=CC(=CC(=C1)NC(C2=CC=C(C=C2)F)C(=O)C3=CNC4=CC=CC=C43)S(=O)(=O)CCCO,Unspecified,,,,14,EC50,=,14000,nM
7,520016238,122689701,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=CC(=C(C=C43)OC(F)(F)F)OC)S(=O)(=O)C,Active,,,,0.011,EC50,=,11,nM
8,520018540,121484802,CC1=CC2=C(C=C1OC)NC=C2C(=O)C(C3=C(C=C(C=C3)F)OC)NC4=CC(=CC(=C4)S(=O)(=O)C)OC,Active,,,,0.11,EC50,=,110,nM
9,520019448,177648653,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)F)OC)C(=O)C3=CNC4=CC=CC=C43)OCCO,Active,,,,0.76,EC50,=,760,nM
10,520019455,126697711,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)Cl)OCCO)C(=O)C3=CNC4=C3C=CC(=C4)F)S(=O)(=O)C,Active,,,,0.071,EC50,=,71,nM
11,520020496,122689697,COC1=CC2=C(C=C1)C(=CN2)C(=O)C(C3=C(C=C(C=C3)Cl)OC)NC4=CC(=CC(=C4)S(=O)(=O)C)OC,Active,,,,0.11,EC50,=,110,nM
12,520021267,126698136,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)F)OCCO)C(=O)C3=CNC4=C3C=CC(=C4)F)S(=O)(=O)C,Active,,,,0.29,EC50,=,290,nM
13,520021540,122689687,CC1=C(C=CC2=C1NC=C2C(=O)C(C3=C(C=C(C=C3)Cl)OC)NC4=CC(=CC(=C4)S(=O)(=O)C)OC)OC,Active,,,,0.095,EC50,=,95,nM
14,520041529,177652324,COC1=CC(=CC(=C1)NC(C2=CC=C(C=C2)F)C(=O)C3=CNC4=CC=CC=C43)S(=O)(=O)C,Active,,,,1.8,EC50,=,1800,nM
15,520055856,121484813,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)F)OC)C(=O)C3=CNC4=C3C=CC(=C4)F)S(=O)(=O)C,Active,,,,0.17,EC50,=,170,nM
16,520056740,177658585,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)F)OC)C(=O)C3=CNC4=CC=CC=C43)S(=O)(=O)C,Active,,,,0.23,EC50,=,230,nM
17,520056758,122689689,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=C3C=C(C=C4)C(F)(F)F)S(=O)(=O)C,Active,,,,0.015,EC50,=,15,nM
18,520057825,126714640,CC1=CC2=C(C=C1OC)NC=C2C(=O)C(C3=C(C=C(C=C3)Cl)OCCO)NC4=CC(=CC(=C4)S(=O)(=O)C)OC,Active,,,,0.053,EC50,=,53,nM
19,520059798,126698175,CC1=CC2=C(C=C1OC)NC=C2C(=O)C(C3=C(C=C(C=C3)F)OCCO)NC4=CC(=CC(=C4)S(=O)(=O)C)OC,Active,,,,0.11,EC50,=,110,nM
20,520060885,122689695,COC1=CC(=CC(=C1)NC(C2=C(C=C(C=C2)Cl)OC)C(=O)C3=CNC4=CC(=C(C=C43)F)OC)S(=O)(=O)C,Active,,,,0.1,EC50,=,100,nM
