PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103619997,37542,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Unspecified,,,,12.61,IC50,=,12610,nM
2,242621739,90670597,COC1=CC=C(C=C1)C2=CC3=CC=CC=C3N=C2C(C4=CC=CC=C4)O,Unspecified,,,,12.57,IC50,=,12570,nM
3,242621740,90670598,COC1=CC=C(C=C1)C2=C(N=C3C=CC(=CC3=C2)OC)C(C4=CC=CC=C4)O,Unspecified,,,,14.13,IC50,=,14130,nM
4,242621745,90670603,COC1=CC=C(C=C1)C2=C(N=C3C=CC(=CC3=C2)OC)C(=O)C4=CC=CC=C4,Unspecified,,,,17.35,IC50,=,17350,nM
5,242621749,90670607,COC1=CC=C(C=C1)C2=CC3=CC=CC=C3N=C2C(C4=CC=C(C=C4)OC)O,Unspecified,,,,18.16,IC50,=,18160,nM
6,242621753,90670611,C1=CC=C2C(=C1)C=C(C(=N2)C(=O)C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,Unspecified,,,,13.16,IC50,=,13160,nM
