PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,440112415,155512290,CN1C2=C(C=C(C=C2)C3=CC(=CC=C3)C(=N)N)C4=C1C=CC(=C4)C5=CC=CC(=C5)C#N,Active,,,,6.25,CC50,=,6250,nM
2,440112454,155512311,C1=CC(=CC(=C1)S(=O)(=O)N2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)C(=N)N,Active,,,,6.58,CC50,=,6580,nM
3,440120062,155517365,C1=CC(=CC(=C1)C(=N)N)CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br,Unspecified,,,,12.79,CC50,=,12790,nM
4,440122179,155518751,COC1=CC=CC(=C1)CN2C3=C(C=C(C=C3)C4=CC(=CC=C4)C(=N)N)C5=C2C=CC(=C5)C6=CC(=CC=C6)C(=N)N,Unspecified,,,,22.7,CC50,=,22700,nM
5,440122329,155518850,COC1=CC=CC(=C1)CN2C3=C(C=C(C=C3)C4=CC(=CC=C4)C(=N)N)C5=C2C=CC(=C5)C6=CC=CC(=C6)C#N,Active,,,,3.3,CC50,=,3300,nM
6,440123892,155519876,CN1C2=C(C=C(C=C2)C3=CC(=CC=C3)C(=N)N)C4=C1C=CC(=C4)C5=CC(=CC=C5)C(=N)N,Unspecified,,,,47.47,CC50,=,47470,nM
7,440133831,155526255,C1=CC(=CC(=C1)C(=N)N)C2=CC3=C(C=C2)N(C4=C3C=C(C=C4)Br)S(=O)(=O)C5=CC=CC(=C5)C(=N)N,Unspecified,,,,35.73,CC50,=,35730,nM
8,440146647,155534698,CN1C2=C(C=C(C=C2)C3=CC(=CC=C3)C(=N)N)C4=C1C=CC(=C4)Br,Active,,,,6.57,CC50,=,6570,nM
9,440159269,155541448,C1=CC(=CC(=C1)C2=CC3=C(C=C2)N(C4=C3C=C(C=C4)C5=CC=CC(=C5)C#N)S(=O)(=O)C6=CC=CC(=C6)C(=N)N)C#N,Active,,,,3.35,CC50,=,3350,nM
10,440174177,155547418,COC1=CC=CC(=C1)CN2C3=C(C=C(C=C3)C4=CC(=CC=C4)C(=N)N)C5=C2C=CC(=C5)Br,Active,,,,5.3,CC50,=,5300,nM
11,440174512,155547543,C1=CC(=CC(=C1)C(=N)N)CN2C3=C(C=C(C=C3)C4=CC=CC(=C4)C#N)C5=C2C=CC(=C5)C6=CC=CC(=C6)C#N,Active,,,,7.48,CC50,=,7480,nM
12,440177856,155548891,COC1=CC(=CC=C1)S(=O)(=O)N2C3=C(C=C(C=C3)C4=CC(=CC=C4)C(=N)N)C5=C2C=CC(=C5)Br,Active,,,,5.22,CC50,=,5220,nM
13,440199749,155557624,COC1=CC(=CC=C1)S(=O)(=O)N2C3=C(C=C(C=C3)C4=CC(=CC=C4)C(=N)N)C5=C2C=CC(=C5)C6=CC=CC(=C6)C#N,Unspecified,,,,37.88,CC50,=,37880,nM
14,440207206,155560583,COC1=CC(=CC=C1)S(=O)(=O)N2C3=C(C=C(C=C3)C4=CC(=CC=C4)C(=N)N)C5=C2C=CC(=C5)C6=CC(=CC=C6)C(=N)N,Unspecified,,,,100,CC50,>,100000,nM
