PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,103482985,44409194,CC1=C(C=CC(=C1)NC(=O)O[C@@H]2C[C@@H]([C@H](C[C@H]2N=C(N)N)N=C(N)N)OC3=C(C=C(C=C3)N=C(N)N)N=C(N)N)F,Active,,,,8.2,IC50,=,8200,nM
2,103483211,11628682,C1[C@H]([C@@H](C[C@@H]([C@H]1N=C(N)N)OC2=C(C=C(C=C2)N=C(N)N)N=C(N)N)OC3=C(C=C(C=C3)N=C(N)N)N=C(N)N)N=C(N)N,Active,,,,5,IC50,=,5000,nM
3,103655587,44593148,C1[C@H]([C@@H](C[C@@H]([C@H]1N=C(N)N)OC2=CC=C(C=C2)N=C(N)N)OC3=CC=C(C=C3)N=C(N)N)N=C(N)N,Active,,,,9,IC50,=,9000,nM
4,103655638,44593169,C1[C@@H]([C@H](C[C@H]([C@@H]1N=C(N)N)OC2=CC=C(C=C2)N=C(N)N)OC3=CC=C(C=C3)N=C(N)N)NC4=CC=C(C=C4)N=C(N)N,Active,,,,4,IC50,=,4000,nM
5,103655640,44593171,C1[C@H]([C@@H](C[C@@H]([C@H]1N=C(N)N)OC(=O)NC2=CC=C(C=C2)N=C(N)N)OC(=O)NC3=CC=C(C=C3)N=C(N)N)N=C(N)N,Unspecified,,,,18.4,IC50,=,18400,nM
6,103655642,44593173,C1[C@H]([C@@H](C[C@@H]([C@H]1N=C(N)N)OC2=CC=CC=C2N=C(N)N)OC3=CC=CC=C3N=C(N)N)N=C(N)N,Unspecified,,,,17,IC50,=,17000,nM
7,494413028,171353385,C1[C@@H]([C@H](C[C@@H]([C@@H]1N=C(N)N)F)OC2=C(C=C(C=C2)N=C(N)N)N=C(N)N)N=C(N)N,Unspecified,,,,17.2,IC50,=,17200,nM
8,494418268,171356285,C1[C@H]([C@@H](C[C@@H]([C@H]1N=C(N)N)OC2=C(C=C(C=C2)N=C(N)N)N=C(N)N)O)N=C(N)N,Unspecified,,,,20,IC50,=,20000,nM
9,494419738,171357082,C1[C@H]([C@@H](C[C@@H]([C@H]1N=C(N)N)OC2=C(C=C(C3=CC=CC=C32)N=C(N)N)N=C(N)N)O)N=C(N)N,Active,,,,8.6,IC50,=,8600,nM
