PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,174492536,71770805,C1=CC=C2C(=C1)C3=C(N=CN=C3N2[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N,Unspecified,,,,39.6,CC50,=,39600,nM
2,174492539,71770930,C1=CC2=C(C=C1C3=CSC=C3)C4=C(N=CN=C4N2[C@H]5[C@@H]([C@@H]([C@H](O5)CO)O)O)N,Unspecified,,,,46.3,CC50,=,46300,nM
3,174497651,71770931,C1=CC=C2C(=C1)C=C(O2)C3=CC4=C(C=C3)N(C5=NC=NC(=C45)N)[C@H]6[C@@H]([C@@H]([C@H](O6)CO)O)O,Unspecified,,,,100,CC50,>,100000,nM
4,174513210,71771043,CCCCC1=C2C(=CC=C1)N(C3=NC=NC(=C23)N)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Unspecified,,,,14.8,CC50,=,14800,nM
5,174518224,71770803,C1=CC2=C(C(=C1)Cl)C3=C(N=CN=C3N2[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N,Active,,,,1.14,CC50,=,1140,nM
