PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,440110148,155510751,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CC6=CC(=CC=C6)OC)N=N2,Active,,,,6.2,EC50,=,6200,nM
2,440111397,155511595,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3C(C)C)C5=C(C=CC(=C5)Cl)N(C4=O)C(C)C)N=N2,Active,,,,3,EC50,=,3000,nM
3,440112138,155512105,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CCNC)N=N2,Unspecified,,,,5,EC50,>,5000,nM
4,440113022,155512696,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CC=C)N=N2,Unspecified,,,,5,EC50,>,5000,nM
5,440115948,155514618,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@]4(C5=C(C=CC(=C5)Cl)N(C4=O)C)C(C(=O)N3C)(C)C)N=N2,Unspecified,,,,5,EC50,>,5000,nM
6,440122149,155518731,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CCC(C)C)N=N2,Unspecified,,,,5,EC50,>,5000,nM
7,440122902,155519236,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CCN6CCCCC6)N=N2,Unspecified,,,,5,EC50,>,5000,nM
8,440123082,155519359,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CC6=CC(=CC(=C6)OC)OC)N=N2,Active,,,,7.4,EC50,=,7400,nM
9,440124829,155520380,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)C)N=N2,Unspecified,,,,5,EC50,>,5000,nM
10,440127361,155522039,CC#CCN1C2=C(C=C(C=C2)Cl)[C@]3(C1=O)CC(=O)NC4=C3N=NN4[C@@H](C)C5=CC=C(C=C5)Cl,Unspecified,,,,5,EC50,>,5000,nM
11,440128403,155522697,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CC6=CC(=C(C=C6)Cl)F)N=N2,Active,,,,5.1,EC50,=,5100,nM
12,440128518,136387630,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)NC4=O)N=N2,Unspecified,,,,5,EC50,>,5000,nM
13,440129585,155523454,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CC6=CC=NC=C6)N=N2,Unspecified,,,,5,EC50,>,5000,nM
14,440129740,155523558,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3CC(=O)OC)C5=C(C=CC(=C5)Cl)NC4=O)N=N2,Unspecified,,,,10,EC50,>,10000,nM
15,440131662,155524840,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CCN6CCC6)N=N2,Unspecified,,,,5,EC50,>,5000,nM
16,440135004,155527006,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)C(C)C)N=N2,Unspecified,,,,5,EC50,>,5000,nM
17,440135140,155527098,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CCN(C)CCS(=O)(=O)C)N=N2,Unspecified,,,,5,EC50,>,5000,nM
18,440135745,155527498,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CCCN6CCOCC6)N=N2,Unspecified,,,,5,EC50,>,5000,nM
19,440135865,155527579,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CC6=CN=C(C=C6)Cl)N=N2,Unspecified,,,,5,EC50,>,5000,nM
20,440140805,155530813,CCCCCCCCCCN1C2=C(C=C(C=C2)Cl)[C@]3(C1=O)CC(=O)NC4=C3N=NN4[C@@H](C)C5=CC=C(C=C5)Cl,Active,,,,7.3,EC50,=,7300,nM
21,440141008,155530945,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CCCOC)N=N2,Unspecified,,,,5,EC50,>,5000,nM
22,440142462,155531912,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CCN6CCN(CC6)C)N=N2,Unspecified,,,,5,EC50,>,5000,nM
23,440145867,155534187,CCCCN1C2=C(C=C(C=C2)Cl)[C@]3(C1=O)CC(=O)NC4=C3N=NN4[C@@H](C)C5=CC=C(C=C5)Cl,Unspecified,,,,5,EC50,>,5000,nM
24,440146248,155534429,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CCCN6CCCCC6)N=N2,Unspecified,,,,5,EC50,>,5000,nM
25,440146580,155534657,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CC6=CC=C(C=C6)F)N=N2,Active,,,,10,EC50,=,10000,nM
26,440147171,155535025,CC1=NC=C(C=C1)CN2C3=C(C=C(C=C3)Cl)[C@]4(C2=O)CC(=O)NC5=C4N=NN5[C@@H](C)C6=CC=C(C=C6)Cl,Unspecified,,,,5,EC50,>,5000,nM
27,440147723,155535365,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CCCCN(C)C)N=N2,Unspecified,,,,5,EC50,>,5000,nM
28,440147870,155535460,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CCCCCl)N=N2,Unspecified,,,,5,EC50,>,5000,nM
29,440149124,155536259,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CCCCN6CCCCC6)N=N2,Unspecified,,,,5,EC50,>,5000,nM
30,440150819,155537371,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CC6=CC=CC=C6)N=N2,Unspecified,,,,5,EC50,>,5000,nM
31,440151231,155537654,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CCN6CCCC6)N=N2,Unspecified,,,,5,EC50,>,5000,nM
32,440152606,155538559,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CC6=CC=C(C=C6)Cl)N=N2,Active,,,,6.5,EC50,=,6500,nM
33,440153394,155538888,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CCCCCCCCN(C)C)N=N2,Unspecified,,,,5,EC50,>,5000,nM
34,440156551,155540230,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CC6=CC=CC=N6)N=N2,Unspecified,,,,5,EC50,>,5000,nM
35,440157598,155540735,CCN1C2=C(C=C(C=C2)Cl)[C@]3(C1=O)CC(=O)NC4=C3N=NN4[C@@H](C)C5=CC=C(C=C5)Cl,Unspecified,,,,5,EC50,>,5000,nM
36,440160349,155541878,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3CCCOC)C5=C(C=CC(=C5)Cl)NC4=O)N=N2,Unspecified,,,,10,EC50,>,10000,nM
37,440161617,155542411,CCOC(CN1C2=C(C=C(C=C2)Cl)[C@]3(C1=O)CC(=O)NC4=C3N=NN4[C@@H](C)C5=CC=C(C=C5)Cl)OCC,Unspecified,,,,5,EC50,>,5000,nM
38,440161789,155542474,C[C@@H](C1=CC=C(C=C1)Cl)N2C3=C([C@@]4(CC(=O)N3)C5=C(C=CC(=C5)Cl)N(C4=O)CC6CC6)N=N2,Unspecified,,,,5,EC50,>,5000,nM
