PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,
1,123086722,45375808,C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,Unspecified,,,,50,CC50,>,50000,nM
2,404667989,145960588,CC#C[C@]1([C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC3=CC=CC=C3)O)F,Unspecified,,,,50,CC50,>,50000,nM
3,404668149,73213472,C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C#C)O)O)OC3=CC=CC=C3,Unspecified,,,,50,CC50,>,50000,nM
4,404668203,118596336,C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@]1([C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)O)O)F)OC3=CC=CC=C3,Unspecified,,,,50,CC50,>,50000,nM
5,404668636,86304703,C[C@@H](C(=O)OC(C)C)NP(=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)O)O)OC3=CC=CC=C3,Unspecified,,,,50,CC50,>,50000,nM
6,404670262,145962132,C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@]1([C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C#C)O)O)F)OC3=CC=CC=C3,Unspecified,,,,50,CC50,>,50000,nM
7,404670644,145962405,C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C#C)F)O)OC3=CC=CC=C3,Unspecified,,,,50,CC50,>,50000,nM
8,404671865,145963240,CC#C[C@]1([C@@H]([C@](O[C@H]1N2C=CC(=O)NC2=O)(CO[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC3=CC=CC=C3)F)O)O,Unspecified,,,,50,CC50,>,50000,nM
9,404672413,145963610,CC#C[C@]1([C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC3=CC=CC=C3)O)O,Unspecified,,,,50,CC50,>,50000,nM
